id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CLK1	5	0.64264	0.77345	0.999998	2071	1	0.23395	0.051022	0.14342	0.946745	418	3	0.23395
CDK7	5	0.64315	0.77389	0.999998	2072	1	3.2193	5.2725e-05	0.000222	0.01103	57	4	3.2193
IRAK2	5	0.6437	0.77432	0.999998	2073	2	0.059573	0.28203	0.48622	0.999998	1104	3	0.059573
SGK1_P2	5	0.64382	0.77441	0.999998	2074	1	0.030687	0.75221	0.81067	0.999998	2078	1	0.030687
CYB5B	5	0.64383	0.77442	0.999998	2075	2	0.04865	0.54603	0.6931	0.999998	1661	2	0.04865
PIP5K1C	5	0.64424	0.77482	0.999998	2076	2	-0.050659	0.34811	0.54009	0.999998	1231	2	-0.050659
SLC12A2	5	0.64452	0.77505	0.999998	2077	2	0.15325	0.24636	0.43965	0.999998	992	3	0.15325
PANK1_P1	5	0.64465	0.77516	0.999998	2078	2	-0.013292	0.64416	0.77016	0.999998	1910	1	-0.013292
KHK	5	0.64483	0.77534	0.999998	2079	1	0.056012	0.62897	0.76125	0.999998	1887	2	0.056012
MTMR3	5	0.64506	0.77547	0.999998	2080	2	0.11405	0.19338	0.36888	0.999998	833	3	0.11405
non-targeting_00023	1	0.64524	0.64545	0.999998	2081	0	0.11029	0.35476	0.35453	0.999998	1241	1	0.11029
LY96	5	0.64533	0.77567	0.999998	2082	2	0.086312	0.21581	0.39922	0.999998	897	3	0.086312
PACSIN1_P2	5	0.64583	0.77603	0.999998	2083	1	0.22649	0.073907	0.1953	0.999998	505	4	0.22649
ALLC	5	0.646	0.77617	0.999998	2084	1	-0.059479	0.22253	0.40799	0.999998	917	2	-0.059479
non-targeting_00182	1	0.64616	0.64645	0.999998	2085	0	0.081825	0.35384	0.35363	0.999998	1236	1	0.081825
SEC14L3	5	0.64617	0.77634	0.999998	2086	1	0.010387	0.45781	0.62333	0.999998	1458	2	0.010387
MED1	5	0.64628	0.77648	0.999998	2087	2	-0.040802	0.018785	0.062376	0.630857	272	2	-0.040802
COMP	5	0.64832	0.77798	0.999998	2088	2	1.1987	0.011081	0.041487	0.509515	228	3	1.1987
ANXA5	5	0.64851	0.77815	0.999998	2089	1	0.075626	0.26911	0.46942	0.999998	1066	3	0.075626
CELA1_ENST00000293636.1	5	0.64867	0.77829	0.999998	2090	1	0.012774	0.47662	0.63819	0.999998	1501	1	0.012774
OAT	5	0.64927	0.77871	0.999998	2091	2	0.30974	0.030257	0.092719	0.776862	331	3	0.30974
DGKH_P1	5	0.65035	0.77954	0.999998	2092	2	-0.060975	0.26721	0.46702	0.999998	1058	1	-0.060975
PRKX	5	0.65089	0.77998	0.999998	2093	2	0.13263	0.16651	0.33186	0.999998	747	3	0.13263
non-targeting_00085	1	0.65131	0.65161	0.999998	2094	0	0.10138	0.34869	0.34852	0.999998	1232	1	0.10138
BCKDK	5	0.65184	0.78077	0.999998	2095	2	0.0151	0.59191	0.73063	0.999998	1776	2	0.0151
F3_P2	5	0.65224	0.78112	0.999998	2096	2	0.038062	0.91503	0.91527	0.999998	2467	0	0.038062
DCD	5	0.65238	0.78123	0.999998	2097	2	-0.0019808	0.44739	0.6153	0.999998	1435	2	-0.0019808
H6PD_P1	5	0.65278	0.78151	0.999998	2098	2	0.018454	0.078478	0.20363	0.999998	520	2	0.018454
TXNRD1_ENST00000429002.2	5	0.65281	0.78154	0.999998	2099	2	0.0	0.18006	0.35079	0.999998	791	2	0.0
ENST00000525566.1	5	0.65281	0.78154	0.999998	2100	2	0.0	0.18006	0.35079	0.999998	792	2	0.0
non-targeting_00227	1	0.65392	0.65414	0.999998	2101	0	0.10408	0.34608	0.34602	0.999998	1229	1	0.10408
SGK1_P1	5	0.65399	0.78237	0.999998	2102	2	-0.059669	0.62758	0.76008	0.999998	1882	2	-0.059669
OAZ3_P1	5	0.65493	0.78321	0.999998	2103	2	-0.040711	0.84529	0.85934	0.999998	2263	1	-0.040711
TLL2	5	0.65547	0.78367	0.999998	2104	2	-0.059747	0.65528	0.77366	0.999998	1923	1	-0.059747
SLC6A4	5	0.65574	0.78391	0.999998	2105	2	-0.061266	0.062723	0.17021	0.997105	468	2	-0.061266
MAPK8IP1_P2	5	0.65593	0.78406	0.999998	2106	1	0.16949	0.089337	0.22024	0.999998	541	3	0.16949
SLC25A12	5	0.65761	0.78536	0.999998	2107	2	0.04356	0.13379	0.28533	0.999998	657	1	0.04356
PTGER2	5	0.65802	0.78573	0.999998	2108	2	0.19602	0.12304	0.2698	0.999998	629	3	0.19602
EPS8L1_P1	5	0.65815	0.78579	0.999998	2109	2	-0.0042071	0.38678	0.56884	0.999998	1309	2	-0.0042071
PTPN6	5	0.65936	0.78684	0.999998	2110	1	0.0068638	0.40779	0.58475	0.999998	1356	1	0.0068638
GABRA6	5	0.65949	0.78696	0.999998	2111	2	-0.04103	0.83781	0.85465	0.999998	2243	1	-0.04103
MAP3K7	5	0.65962	0.78709	0.999998	2112	2	-0.030617	0.15783	0.31969	0.999998	721	2	-0.030617
STK32C_P2	5	0.65968	0.78715	0.999998	2113	1	0.30958	0.044021	0.1268	0.881904	398	4	0.30958
TPSB2	5	0.65989	0.78731	0.999998	2114	2	-0.013241	0.34147	0.53525	0.999998	1220	2	-0.013241
non-targeting_00221	1	0.66007	0.66019	0.999998	2115	0	0.092587	0.33993	0.33984	0.999998	1216	1	0.092587
RYR1	5	0.66042	0.78774	0.999998	2116	2	0.05975	0.19191	0.36693	0.999998	827	2	0.05975
non-targeting_00082	1	0.66084	0.66087	0.999998	2117	0	0.08825	0.33916	0.33918	0.999998	1213	1	0.08825
INPP5J	5	0.66188	0.78888	0.999998	2118	2	-0.066874	0.73871	0.80502	0.999998	2051	1	-0.066874
non-targeting_00246	1	0.6623	0.66238	0.999998	2119	0	0.1245	0.3377	0.33767	0.999998	1210	1	0.1245
DDC	5	0.66255	0.78943	0.999998	2120	2	-0.04687	0.97482	0.97527	0.999998	2706	0	-0.04687
PIK3C2B	5	0.66361	0.79027	0.999998	2121	2	-0.051282	0.94131	0.94146	0.999998	2576	0	-0.051282
CTRB1	5	0.66388	0.79047	0.999998	2122	2	0.24437	0.16857	0.3348	0.999998	756	3	0.24437
RDH5	5	0.6642	0.79059	0.999998	2123	1	0.061986	0.29637	0.50177	0.999998	1138	2	0.061986
MTMR6	5	0.66484	0.79086	0.999998	2124	1	-0.028984	0.95344	0.95362	0.999998	2627	0	-0.028984
DRD1	5	0.66548	0.79105	0.999998	2125	1	0.13936	0.43312	0.60413	0.999998	1403	2	0.13936
non-targeting_00146	1	0.66568	0.66582	0.999998	2126	0	0.092694	0.33432	0.3341	0.999998	1204	1	0.092694
EPS8L1_P2	5	0.6666	0.79141	0.999998	2127	1	0.45873	0.028586	0.088289	0.762301	321	4	0.45873
non-targeting_00065	1	0.66799	0.6682	0.999998	2128	0	0.1588	0.33201	0.33164	0.999998	1200	1	0.1588
NEU1	5	0.66899	0.79216	0.999998	2129	1	0.049404	0.80577	0.83667	0.999998	2172	1	0.049404
CHKB	5	0.66914	0.79223	0.999998	2130	1	0.64347	0.015075	0.052454	0.587152	250	4	0.64347
CD209	5	0.67057	0.79266	0.999998	2131	1	0.23	0.038916	0.11439	0.84548	374	4	0.23
PAK7	5	0.67152	0.79291	0.999998	2132	1	0.22672	0.12851	0.27779	0.999998	643	3	0.22672
MAP3K14	5	0.67293	0.79345	0.999998	2133	1	-0.039361	0.27199	0.47319	0.999998	1076	1	-0.039361
RDH13_P1	5	0.67356	0.79368	0.999998	2134	1	0.23024	0.067278	0.18066	0.999998	486	4	0.23024
PLK1	5	0.67497	0.7941	0.999998	2135	1	0.36989	0.14245	0.29756	0.999998	677	3	0.36989
FARS2	5	0.67544	0.79426	0.999998	2136	1	1.3436	0.00095833	0.0041586	0.09575	123	4	1.3436
COX5B	5	0.67606	0.79442	0.999998	2137	1	0.36991	0.01139	0.042361	0.512672	231	4	0.36991
KCNN3	5	0.67933	0.79544	0.999998	2138	1	0.039553	0.85902	0.86829	0.999998	2297	1	0.039553
PANK3	5	0.67979	0.79557	0.999998	2139	1	0.21992	0.014695	0.051433	0.580786	247	4	0.21992
non-targeting_00084	1	0.68051	0.68044	0.999998	2140	0	0.1119	0.31949	0.31913	0.999998	1180	1	0.1119
RET_P1	5	0.68149	0.7961	0.999998	2141	1	0.068569	0.29861	0.5034	0.999998	1145	2	0.068569
ACCS	5	0.68195	0.7963	0.999998	2142	1	0.14299	0.14862	0.30654	0.999998	694	3	0.14299
FDXR	5	0.68348	0.79684	0.999998	2143	1	0.023198	0.02001	0.065634	0.649917	283	2	0.023198
non-targeting_00034	1	0.68389	0.68391	0.999998	2144	0	0.091801	0.31611	0.3156	0.999998	1176	1	0.091801
NT5C2	5	0.68516	0.79736	0.999998	2145	1	0.11669	0.054693	0.15181	0.96012	433	3	0.11669
CACNA1C	5	0.68607	0.79766	0.999998	2146	1	-0.0034973	0.57526	0.71698	0.999998	1727	2	-0.0034973
STK36	5	0.68683	0.79793	0.999998	2147	1	0.19236	0.022187	0.071501	0.665947	299	4	0.19236
PPP2CA	5	0.68744	0.79811	0.999998	2148	1	1.7663	0.00027622	0.0012918	0.039765	92	4	1.7663
GYG1	5	0.6885	0.79848	0.999998	2149	1	0.17767	0.28767	0.4932	0.999998	1121	3	0.17767
SLC6A3	5	0.6891	0.79861	0.999998	2150	1	0.084569	0.21553	0.39886	0.999998	896	2	0.084569
ACACB_P1	5	0.69001	0.79891	0.999998	2151	1	0.12239	0.18149	0.35289	0.999998	797	3	0.12239
CFL1	5	0.69031	0.79901	0.999998	2152	1	0.011699	0.12148	0.26776	0.999998	627	2	0.011699
CERKL_P1	5	0.69166	0.79941	0.999998	2153	1	-0.032724	0.94597	0.94609	0.999998	2593	0	-0.032724
CACNA1D	5	0.69286	0.7998	0.999998	2154	1	0.090167	0.26823	0.46827	0.999998	1061	3	0.090167
GABBR1_P1	5	0.6945	0.80038	0.999998	2155	1	0.1232	0.15679	0.3182	0.999998	716	3	0.1232
PPP2R5B_P1	5	0.69524	0.80062	0.999998	2156	1	0.28465	0.02221	0.07156	0.665947	300	4	0.28465
non-targeting_00113	1	0.69596	0.69595	0.999998	2157	0	0.10917	0.30404	0.30366	0.999998	1157	1	0.10917
MAOB	5	0.69628	0.80092	0.999998	2158	1	0.10286	0.075453	0.1986	0.999998	512	4	0.10286
CDKN2A_P1	5	0.69717	0.80131	0.999998	2159	1	0.032452	0.52733	0.67812	0.999998	1616	2	0.032452
non-targeting_00128	1	0.69857	0.69856	0.999998	2160	0	0.20658	0.30143	0.30115	0.999998	1154	1	0.20658
LCN2	5	0.69879	0.80184	0.999998	2161	1	0.030474	0.49686	0.65424	0.999998	1553	2	0.030474
non-targeting_00170	1	0.69972	0.69971	0.999998	2162	0	0.10126	0.30028	0.29996	0.999998	1151	1	0.10126
non-targeting_00232	1	0.70049	0.70049	0.999998	2163	0	0.10545	0.29951	0.29917	0.999998	1149	1	0.10545
non-targeting_00247	1	0.70072	0.7007	0.999998	2164	0	0.22404	0.29928	0.29894	0.999998	1148	1	0.22404
non-targeting_00116	1	0.70134	0.70129	0.999998	2165	0	0.20553	0.29866	0.29834	0.999998	1146	1	0.20553
non-targeting_00162	1	0.70295	0.70286	0.999998	2166	0	0.14106	0.29705	0.29672	0.999998	1142	1	0.14106
DGKB	5	0.70332	0.80336	0.999998	2167	1	0.063686	0.48512	0.64481	0.999998	1525	2	0.063686
CFD	5	0.7055	0.80407	0.999998	2168	1	0.099062	0.22032	0.40525	0.999998	911	3	0.099062
MTAP	5	0.70651	0.80438	0.999998	2169	1	0.077522	0.2686	0.46874	0.999998	1063	3	0.077522
HADHA	5	0.70708	0.80463	0.999998	2170	1	0.22986	0.052221	0.14623	0.947674	425	3	0.22986
non-targeting_00032	1	0.70795	0.70763	0.999998	2171	0	0.13675	0.29205	0.29152	0.999998	1132	1	0.13675
non-targeting_00248	1	0.70825	0.70794	0.999998	2172	0	0.1904	0.29175	0.2912	0.999998	1131	1	0.1904
MCCC2	5	0.70966	0.80549	0.999998	2173	1	0.016039	0.73501	0.80343	0.999998	2048	1	0.016039
non-targeting_00037	1	0.70971	0.70949	0.999998	2174	0	0.12072	0.29029	0.28973	0.999998	1126	1	0.12072
CDC25A	5	0.70995	0.80561	0.999998	2175	1	1.3557	0.00033874	0.0016135	0.047106	97	4	1.3557
AASS	5	0.71109	0.80606	0.999998	2176	1	0.13917	0.1619	0.3254	0.999998	733	3	0.13917
ST14	5	0.71152	0.80622	0.999998	2177	1	0.039911	0.37605	0.56091	0.999998	1282	1	0.039911
ERBB2	5	0.71604	0.80769	0.999998	2178	1	-0.048255	0.89371	0.89494	0.999998	2382	1	-0.048255
TPH1	5	0.71674	0.80798	0.999998	2179	1	0.0067637	0.74237	0.80654	0.999998	2061	1	0.0067637
non-targeting_00140	1	0.71709	0.717	0.999998	2180	0	0.29748	0.28291	0.28235	0.999998	1107	1	0.29748
CD86_P2	5	0.71799	0.80842	0.999998	2181	1	0.030176	0.40528	0.58285	0.999998	1349	2	0.030176
IRAK4	5	0.71967	0.80903	0.999998	2182	1	-0.0069292	0.54013	0.68834	0.999998	1646	2	-0.0069292
KCNMB3	5	0.72161	0.80969	0.999998	2183	1	0.26747	0.020503	0.067008	0.654027	286	4	0.26747
PSKH2	5	0.72216	0.80986	0.999998	2184	1	0.32511	0.048532	0.13743	0.924473	410	3	0.32511
TPI1	5	0.72243	0.80998	0.999998	2185	1	0.024888	0.58473	0.72461	0.999998	1755	1	0.024888
PRPF4B	5	0.72381	0.81048	0.999998	2186	1	1.5235	0.013709	0.048793	0.566324	241	3	1.5235
non-targeting_00127	1	0.72485	0.72501	0.999998	2187	0	0.1588	0.27515	0.27495	0.999998	1085	1	0.1588
non-targeting_00150	1	0.72554	0.72571	0.999998	2188	0	0.22201	0.27446	0.27419	0.999998	1083	1	0.22201
non-targeting_00058	1	0.72662	0.72676	0.999998	2189	0	0.25549	0.27338	0.27307	0.999998	1081	1	0.25549
non-targeting_00008	1	0.72739	0.72746	0.999998	2190	0	0.16013	0.27261	0.27232	0.999998	1078	1	0.16013
PTGER3	5	0.7279	0.81196	0.999998	2191	1	0.083288	0.058556	0.16087	0.980869	449	4	0.083288
non-targeting_00142	1	0.72808	0.72812	0.999998	2192	0	0.14214	0.27192	0.27165	0.999998	1075	1	0.14214
GHRHR_P2	5	0.73208	0.81341	0.999998	2193	1	0.039353	0.22222	0.40762	0.999998	915	2	0.039353
PACSIN3	5	0.73221	0.81347	0.999998	2194	1	0.058929	0.080253	0.20652	0.999998	524	2	0.058929
GNPDA1	5	0.73235	0.81353	0.999998	2195	1	0.074662	0.53466	0.68397	0.999998	1635	2	0.074662
PAEP	5	0.73288	0.81374	0.999998	2196	1	0.14428	0.054795	0.15203	0.96012	435	4	0.14428
non-targeting_00040	1	0.73323	0.73321	0.999998	2197	0	0.18031	0.26677	0.26667	0.999998	1055	1	0.18031
FGF4	5	0.73342	0.81395	0.999998	2198	1	0.096498	0.29128	0.49781	0.999998	1130	3	0.096498
SRR	5	0.73395	0.81416	0.999998	2199	1	0.04376	0.092968	0.22564	0.999998	553	2	0.04376
L3MBTL1_P2	5	0.73408	0.8142	0.999998	2200	1	0.022469	0.57703	0.71848	0.999998	1734	2	0.022469
VTN	5	0.73422	0.81426	0.999998	2201	1	0.090277	0.20173	0.3802	0.999998	857	3	0.090277
SCNN1G	5	0.73528	0.81468	0.999998	2202	1	0.1237	0.054752	0.15193	0.96012	434	4	0.1237
GRM4_P2	5	0.73555	0.81476	0.999998	2203	1	0.043707	0.42334	0.59674	0.999998	1383	2	0.043707
GM2A	5	0.73621	0.81501	0.999998	2204	1	0.068259	0.59927	0.73655	0.999998	1802	2	0.068259
KCNJ12	5	0.7395	0.81622	0.999998	2205	1	0.053098	0.096639	0.23144	0.999998	565	2	0.053098
non-targeting_00190	1	0.74076	0.74096	0.999998	2206	0	0.15234	0.25924	0.25904	0.999998	1024	1	0.15234
PADI6	5	0.74159	0.81717	0.999998	2207	1	0.076218	0.21489	0.39801	0.999998	891	3	0.076218
non-targeting_00112	1	0.74168	0.74186	0.999998	2208	0	0.17988	0.25832	0.25819	0.999998	1021	1	0.17988
non-targeting_00064	1	0.74176	0.74192	0.999998	2209	0	0.30497	0.25824	0.25811	0.999998	1020	1	0.30497
TNK2_P2	5	0.74289	0.81759	0.999998	2210	1	0.070521	0.59481	0.73296	0.999998	1785	2	0.070521
non-targeting_00196	1	0.74383	0.74392	0.999998	2211	0	0.13699	0.25617	0.25584	0.999998	1015	1	0.13699
PPP2R1A_P1	5	0.74444	0.8181	0.999998	2212	1	1.3117	0.00081688	0.0036447	0.084605	121	4	1.3117
GART	5	0.74457	0.81818	0.999998	2213	1	0.19563	0.027232	0.084555	0.743666	317	4	0.19563
CEACAM5	5	0.7447	0.8182	0.999998	2214	1	0.039313	0.61946	0.75331	0.999998	1857	2	0.039313
HK1_P2	5	0.74508	0.81835	0.999998	2215	1	-0.0001817	0.53801	0.68676	0.999998	1645	2	-0.0001817
COMTD1	5	0.74585	0.81865	0.999998	2216	1	0.39231	0.019045	0.063019	0.630857	278	3	0.39231
BLVRB	5	0.7465	0.81893	0.999998	2217	1	-0.049806	0.56089	0.70487	0.999998	1689	2	-0.049806
HRH2	5	0.74701	0.81917	0.999998	2218	1	0.026714	0.61518	0.74979	0.999998	1843	1	0.026714
non-targeting_00169	1	0.74852	0.74856	0.999998	2219	0	0.20686	0.25148	0.25123	0.999998	1004	1	0.20686
CACNA2D1	5	0.74968	0.82018	0.999998	2220	1	0.010867	0.3993	0.5783	0.999998	1333	2	0.010867
PRODH_P2	5	0.7507	0.8206	0.999998	2221	1	0.12295	0.23136	0.41956	0.999998	944	3	0.12295
non-targeting_00104	1	0.75121	0.75119	0.999998	2222	0	0.15147	0.24879	0.24862	0.999998	999	1	0.15147
NRGN	5	0.75146	0.82086	0.999998	2223	1	0.067589	0.25302	0.44853	0.999998	1008	2	0.067589
TLR2	5	0.75209	0.82107	0.999998	2224	1	0.028781	0.29653	0.50191	0.999998	1140	2	0.028781
PBK	5	0.75359	0.82176	0.999998	2225	1	0.039737	0.43827	0.608	0.999998	1421	2	0.039737
COX8A	5	0.75397	0.82188	0.999998	2226	1	0.083086	0.27821	0.48115	0.999998	1096	3	0.083086
KCNK1	5	0.75484	0.82225	0.999998	2227	1	0.003976	0.6189	0.75287	0.999998	1855	2	0.003976
PARS2	5	0.75534	0.82245	0.999998	2228	1	3.1974	1.2335e-07	1.7481e-06	0.00033	8	4	3.1974
PPIA	5	0.75584	0.82264	0.999998	2229	1	0.1777	0.029707	0.091261	0.768913	329	4	0.1777
non-targeting_00179	1	0.75621	0.75633	0.999998	2230	0	0.17995	0.24379	0.24355	0.999998	981	1	0.17995
RNASE3	5	0.75646	0.82288	0.999998	2231	1	0.16084	0.11282	0.25498	0.999998	602	3	0.16084
JAK3	5	0.7572	0.82321	0.999998	2232	1	0.15068	0.035135	0.10489	0.825151	353	3	0.15068
SDF2	5	0.75733	0.82327	0.999998	2233	1	1.1446	0.0088277	0.035068	0.461916	213	4	1.1446
ADORA3_P2	5	0.75832	0.8237	0.999998	2234	1	0.078967	0.69717	0.78868	0.999998	1994	1	0.078967
TRIO	5	0.75881	0.8239	0.999998	2235	1	0.12999	0.2237	0.40955	0.999998	920	3	0.12999
CTNS	5	0.75906	0.82403	0.999998	2236	1	0.08682	0.26136	0.45921	0.999998	1033	3	0.08682
SLC1A2	5	0.75943	0.82418	0.999998	2237	1	0.092475	0.58625	0.72575	0.999998	1761	2	0.092475
GRIK4	5	0.75955	0.82426	0.999998	2238	1	0.0036152	0.53512	0.68434	0.999998	1636	2	0.0036152
AURKC	5	0.75967	0.82435	0.999998	2239	1	-0.034144	0.20125	0.37959	0.999998	855	2	-0.034144
GSTA3	5	0.76016	0.82454	0.999998	2240	1	0.019068	0.61963	0.75348	0.999998	1858	1	0.019068
CHKA	5	0.76139	0.82501	0.999998	2241	1	0.16888	0.070469	0.18771	0.999998	497	4	0.16888
non-targeting_00132	1	0.76189	0.76199	0.999998	2242	0	0.21971	0.23811	0.23785	0.999998	966	1	0.21971
TUBB_P2	5	0.76273	0.82557	0.999998	2243	1	0.18739	0.089862	0.22099	0.999998	543	3	0.18739
CDK18	5	0.76309	0.8257	0.999998	2244	1	0.020034	0.48751	0.64677	0.999998	1531	2	0.020034
GRID1	5	0.76358	0.82589	0.999998	2245	1	-0.01642	0.88452	0.88707	0.999998	2362	1	-0.01642
PPP1CA_P1	5	0.7637	0.82593	0.999998	2246	1	0.473	0.0023468	0.0098293	0.181939	153	4	0.473
non-targeting_00223	1	0.76435	0.76443	0.999998	2247	0	0.2063	0.23565	0.23528	0.999998	958	1	0.2063
TSPO	5	0.76442	0.82624	0.999998	2248	1	0.0054828	0.041743	0.12136	0.86276	390	2	0.0054828
PTPN13	5	0.76515	0.8265	0.999998	2249	1	0.024748	0.57305	0.71507	0.999998	1725	2	0.024748
BCR	5	0.76527	0.82654	0.999998	2250	1	0.02455	0.49311	0.65124	0.999998	1543	2	0.02455
CLCN2	5	0.76575	0.82674	0.999998	2251	1	-0.040375	0.73448	0.80322	0.999998	2047	1	-0.040375
PDXP	5	0.76827	0.82784	0.999998	2252	1	0.13271	0.32692	0.52444	0.999998	1194	2	0.13271
KCNK3	5	0.7685	0.82794	0.999998	2253	1	0.080866	0.20895	0.39016	0.999998	875	3	0.080866
NID1	5	0.76898	0.82813	0.999998	2254	1	0.078328	0.029425	0.090509	0.766617	327	2	0.078328
non-targeting_00025	1	0.76919	0.76939	0.999998	2255	0	0.24576	0.23081	0.23048	0.999998	942	1	0.24576
non-targeting_00141	1	0.7695	0.76975	0.999998	2256	0	0.25296	0.2305	0.23009	0.999998	941	1	0.25296
GLIPR2	5	0.77088	0.82888	0.999998	2257	1	0.17258	0.11662	0.26058	0.999998	613	2	0.17258
non-targeting_00163	1	0.77142	0.77164	0.999998	2258	0	0.27044	0.22858	0.22816	0.999998	936	1	0.27044
DUSP14_P1	5	0.77206	0.82933	0.999998	2259	1	0.032835	0.65757	0.77444	0.999998	1927	1	0.032835
LAMTOR3	5	0.77323	0.82975	0.999998	2260	1	2.2497	2.925e-05	0.00014509	0.008386	49	4	2.2497
ABCC9	5	0.77347	0.82986	0.999998	2261	1	0.048524	0.23675	0.42676	0.999998	961	2	0.048524
STK32C_P1	5	0.77498	0.83041	0.999998	2262	1	0.055242	0.51055	0.66494	0.999998	1583	2	0.055242
PECR	5	0.77638	0.8311	0.999998	2263	1	0.05812	0.45632	0.62232	0.999998	1455	2	0.05812
TUBB3_P1	5	0.77661	0.8312	0.999998	2264	1	-0.0016515	0.10182	0.23899	0.999998	573	2	-0.0016515
CMPK1	5	0.77684	0.83127	0.999998	2265	1	1.5914	0.0021046	0.0088924	0.167759	150	4	1.5914
NDUFS4	5	0.77754	0.83158	0.999998	2266	1	-0.015901	0.63413	0.76577	0.999998	1897	1	-0.015901
PAK6_P1	5	0.77765	0.83167	0.999998	2267	1	0.22421	0.083955	0.21197	0.999998	529	3	0.22421
PCYT1A	5	0.77869	0.83215	0.999998	2268	1	-0.039066	0.58435	0.72433	0.999998	1752	1	-0.039066
non-targeting_00211	1	0.77887	0.77929	0.999998	2269	0	0.19894	0.22113	0.22046	0.999998	912	1	0.19894
CDO1	5	0.77926	0.83242	0.999998	2270	1	0.027381	0.40425	0.58207	0.999998	1346	2	0.027381
TRIB1	5	0.77949	0.83251	0.999998	2271	1	-0.02911	0.51611	0.66953	0.999998	1591	1	-0.02911
CDK1	5	0.78223	0.83378	0.999998	2272	1	0.94868	0.0027449	0.011452	0.201433	161	4	0.94868
TAP1	5	0.78291	0.83409	0.999998	2273	1	0.28839	0.029375	0.090425	0.766617	325	4	0.28839
PTGS1	5	0.78707	0.83588	0.999998	2274	1	-0.021988	0.9506	0.95066	0.999998	2613	0	-0.021988
DUT	5	0.78718	0.83593	0.999998	2275	1	1.5945	0.00026226	0.0012149	0.037809	91	4	1.5945
ATP5A1_P1	5	0.78873	0.83661	0.999998	2276	1	1.0276	0.00023546	0.00111	0.035321	89	4	1.0276
TYK2	5	0.79028	0.83727	0.999998	2277	1	0.082644	0.025292	0.079514	0.714867	311	3	0.082644
non-targeting_00123	1	0.79056	0.79095	0.999998	2278	0	0.1716	0.20944	0.20894	0.999998	876	1	0.1716
EEF2_P1	5	0.79236	0.83827	0.999998	2279	1	0.5768	0.038859	0.11424	0.84548	373	3	0.5768
PASK	5	0.79258	0.83837	0.999998	2280	1	-0.05687	0.44402	0.61251	0.999998	1431	1	-0.05687
PCK1	5	0.79411	0.83903	0.999998	2281	1	0.31455	0.13867	0.29228	0.999998	670	3	0.31455
HK2	5	0.79541	0.83965	0.999998	2282	1	0.15145	0.04365	0.1259	0.879347	396	4	0.15145
HTR2A	5	0.79551	0.83969	0.999998	2283	1	0.0011545	0.5159	0.66936	0.999998	1590	1	0.0011545
TAAR1_ENST00000275216.1	5	0.79594	0.8399	0.999998	2284	1	-0.0017254	0.53069	0.68075	0.999998	1623	2	-0.0017254
NIM1	5	0.79648	0.84015	0.999998	2285	1	0.042556	0.38311	0.56624	0.999998	1300	2	0.042556
PVALB	5	0.79659	0.84019	0.999998	2286	1	0.0093625	0.68179	0.78302	0.999998	1967	1	0.0093625
non-targeting_00209	1	0.79678	0.79721	0.999998	2287	0	0.57635	0.20322	0.20283	0.999998	862	1	0.57635
CDKN2A_P2	5	0.79681	0.84031	0.999998	2288	1	0.14062	0.21674	0.40051	0.999998	902	3	0.14062
MAP2K5	5	0.7983	0.84096	0.999998	2289	1	0.089179	0.2443	0.43696	0.999998	983	3	0.089179
VDAC2	5	0.79916	0.84134	0.999998	2290	1	0.55729	0.0076579	0.030984	0.421863	206	4	0.55729
HSD17B8	5	0.80022	0.84182	0.999998	2291	1	0.050733	0.91056	0.91082	0.999998	2452	1	0.050733
CASR	5	0.80075	0.8421	0.999998	2292	1	0.042665	0.46763	0.63113	0.999998	1479	2	0.042665
PIM3	5	0.80275	0.84306	0.999998	2293	1	0.15477	0.18999	0.3642	0.999998	820	3	0.15477
non-targeting_00135	1	0.80316	0.80344	0.999998	2294	0	0.58147	0.19684	0.19645	0.999998	848	1	0.58147
IYD	5	0.80411	0.84373	0.999998	2295	1	-0.013507	0.58041	0.72126	0.999998	1739	2	-0.013507
PGLYRP3_ENST00000290722.1	5	0.80442	0.84388	0.999998	2296	1	0.11739	0.15739	0.31909	0.999998	718	3	0.11739
PFAS	5	0.80494	0.84416	0.999998	2297	1	-0.034623	0.16501	0.32972	0.999998	741	2	-0.034623
AKAP9	5	0.80732	0.84531	0.999998	2298	1	0.18684	0.073978	0.19547	0.999998	506	3	0.18684
non-targeting_00012	1	0.80808	0.80832	0.999998	2299	0	0.55441	0.19192	0.19157	0.999998	828	1	0.55441
MTMR9	5	0.80998	0.84652	0.999998	2300	1	0.36434	0.0037562	0.01564	0.254552	174	4	0.36434
GLUD1	5	0.81028	0.84664	0.999998	2301	1	0.1765	0.061993	0.16856	0.995708	464	3	0.1765
SSH2	5	0.8115	0.84729	0.999998	2302	1	-0.02991	0.57291	0.71494	0.999998	1724	2	-0.02991
PPBP	5	0.81432	0.84868	0.999998	2303	1	0.039586	0.56342	0.70696	0.999998	1699	2	0.039586
non-targeting_00007	1	0.81499	0.8152	0.999998	2304	0	0.52579	0.18501	0.18448	0.999998	810	1	0.52579
non-targeting_00079	1	0.81791	0.81813	0.999998	2305	0	0.2397	0.18209	0.1817	0.999998	800	1	0.2397
TTN_P2	5	0.81808	0.8505	0.999998	2306	1	0.031704	0.38619	0.56845	0.999998	1305	2	0.031704
